14516	True
13593	True
13496	True
14361	True
14950	False
15616	True
14090	True
15362	False
14678	False
14815	True
13711	True
14756	True
15270	True
15135	True
14818	True
15599	True
15514	True
15108	True
14289	True
14469	True
14814	True
15217	True
13773	True
15327	True
15398	False
14376	True
14071	True
14693	True
14700	True
15268	True
15545	True
14789	True
15280	True
14008	True
14932	False
14436	True
14733	True
14862	False
14386	True
15342	True
14062	True
14564	True
15623	True
15100	True
14754	True
13584	True
14327	True
14991	True
13949	True
13663	True
14309	True
14161	True
14888	True
14769	False
15584	True
14601	True
14233	True
15304	True
14860	True
15423	True
15427	True
14841	True
15331	True
15334	True
14188	True
14887	True
14771	True
14235	True
13560	True
15161	True
15267	True
14831	True
15625	True
14472	True
14587	True
15368	True
14770	True
13467	True
13816	True
14905	True
14827	True
14384	True
14355	True
14190	True
15187	True
14893	True
13570	False
15262	True
14213	True
15456	True
14475	True
13815	True
13887	True
13617	True
13942	True
14342	True
14698	True
14301	True
15540	True
13893	True
14567	False
14856	True
15052	True
15355	False
14548	True
15309	True
15147	True
14667	True
15246	True
14040	True
14293	True
14448	True
14621	True
13836	True
13929	True
15201	True
14666	True
13775	True
13764	True
14643	True
15298	True
14402	True
13515	True
15049	True
14944	True
14395	True
14126	True
14517	True
14534	False
14264	True
15208	True
14356	True
14305	False
15109	True
13934	True
14311	True
11773	True
15017	True
14811	True
15188	True
14755	True
13897	True
14890	True
14112	True
14085	True
15241	True
13924	True
14837	True
13559	True
14745	True
15379	True
15592	False
13751	True
15014	True
14195	False
14880	True
14565	True
14388	False
15287	True
15630	True
14750	True
14788	True
14404	True
14993	True
13987	True
13565	True
14506	True
14426	True
14243	True
15386	False
14169	True
14417	True
14595	True
15409	True
14259	True
13806	True
13744	True
14362	True
14749	True
14605	True
13853	True
14904	True
14421	True
14095	True
15477	True
14166	True
15553	True
14949	True
15367	True
15158	False
14211	True
14187	True
14699	True
14876	True
15210	True
14005	True
15352	True
14052	True
15626	True
14878	True
14051	True
14205	True
13589	True
13501	True
15232	True
15048	True
15349	True
13577	True
14694	True
15256	True
15178	True
15486	True
14492	True
15046	True
15482	True
15573	True
14920	True
14759	False
13766	True
14330	True
14500	True
15371	True
15190	True
14158	True
14722	True
14155	True
15604	True
15631	True
14471	True
14247	True
14265	True
15341	True
14884	True
13484	False
13698	True
15156	True
15030	True
14273	True
14503	True
14597	False
13703	True
13677	True
14026	True
13931	True
15097	True
14879	True
14777	True
14063	True
13957	True
13982	True
14992	True
14794	True
15532	True
15562	True
13731	True
14499	True
15137	True
13854	True
13820	True
14908	True
14278	True
14003	True
14490	False
15419	False
14285	True
14406	True
15037	True
13919	False
15031	True
15404	False
14785	True
15129	True
14519	True
14840	True
14556	True
13955	True
15146	True
14333	True
15018	True
13912	True
14236	False
14043	True
13978	True
14207	True
14810	True
13576	True
14543	False
13807	True
14832	True
15307	True
15475	True
15501	True
14507	False
15251	True
14998	True
14481	True
15429	True
13724	True
14238	True
13544	True
14310	True
15401	True
14286	True
15123	True
15301	True
13905	True
13601	True
14447	True
15224	True
13973	True
15354	True
15356	True
14394	False
14148	True
15189	True
15554	True
15505	True
14885	True
14454	True
14718	True
13999	True
14297	True
14116	False
13475	True
14776	True
15347	False
14947	True
15360	True
15539	True
14863	True
14270	True
13561	True
15191	True
14644	True
13591	True
14119	True
14664	True
15370	True
15164	True
15564	True
15138	True
15591	True
15487	False
15159	True
14408	True
15534	True
14896	True
14498	True
15544	True
15402	True
13913	True
15266	True
13720	True
15141	True
15207	True
15570	True
13936	True
14452	True
14135	True
15533	True
14836	False
15292	False
14164	True
13943	True
14144	True
15291	False
14258	True
14737	True
15383	True
13784	True
15130	True
13827	True
15206	True
14727	False
15606	True
14427	True
14624	True
14544	True
14859	True
13608	True
14668	False
13745	False
14620	True
14514	True
14954	True
14960	True
13794	True
14927	True
13823	True
14123	True
13747	True
14145	True
13600	True
15271	False
15416	True
14021	True
14128	True
14742	True
15492	True
14576	True
15004	True
15204	True
13921	True
14222	True
14839	True
15525	True
15418	True
15095	True
14855	False
14306	True
14940	True
15242	True
13687	True
14795	True
15399	True
13038	True
15205	True
14596	True
14835	True
15494	True
15512	True
15579	True
15096	True
13771	True
13765	True
14328	True
13557	True
13468	True
15263	True
